State,District,Season,Crop,Year,Area,Production,Yield
Telangana,Komaram bheem asifabad,Kharif,Soyabean,2022,3906.0,4754.0,1.22
Telangana,Komaram bheem asifabad,Rabi,Soyabean,2021,51.0,61.0,1.2
Telangana,Komaram bheem asifabad,Rabi,Soyabean,2022,17.0,22.0,1.29
Telangana,Mahabubabad,Kharif,Soyabean,2018,25.0,40.0,1.6
Telangana,Mahabubabad,Kharif,Soyabean,2019,6.0,11.0,1.83
Telangana,Mahabubabad,Kharif,Soyabean,2020,3.0,5.0,1.67
Telangana,Mahbubnagar,Kharif,Soyabean,2019,2.0,4.0,2.0
Telangana,Mahbubnagar,Kharif,Soyabean,2020,1.0,1.0,1.0
Telangana,Mahbubnagar,Kharif,Soyabean,2021,5.0,9.0,1.8
Telangana,Mancherial,Kharif,Soyabean,2018,63.0,100.0,1.59
Telangana,Mancherial,Kharif,Soyabean,2019,4.0,7.0,1.75
Telangana,Mancherial,Kharif,Soyabean,2020,6.0,9.0,1.5
Telangana,Mancherial,Kharif,Soyabean,2021,15.0,26.0,1.73
Telangana,Mancherial,Kharif,Soyabean,2022,16.0,26.0,1.63
Telangana,Mancherial,Rabi,Soyabean,2021,3.0,5.0,1.67
Telangana,Medak,Kharif,Soyabean,2018,16.0,23.0,1.44
Telangana,Medak,Kharif,Soyabean,2019,351.0,633.0,1.8
Telangana,Medak,Kharif,Soyabean,2020,355.0,534.0,1.5
Telangana,Medak,Kharif,Soyabean,2021,30.0,51.0,1.7
Telangana,Medak,Kharif,Soyabean,2022,30.0,48.0,1.6
Telangana,Medak,Rabi,Soyabean,2021,10.0,17.0,1.7
Telangana,Medchal,Kharif,Soyabean,2019,5.0,9.0,1.8
Telangana,Medchal,Kharif,Soyabean,2021,2.0,3.0,1.5
Telangana,Mulugu,Rabi,Soyabean,2021,2.0,3.0,1.5
Telangana,Nagarkurnool,Kharif,Soyabean,2022,5.0,8.0,1.6
Telangana,Nalgonda,Kharif,Soyabean,2020,2.0,3.0,1.5
Telangana,Nalgonda,Kharif,Soyabean,2021,21.0,36.0,1.71
Telangana,Narayanapet,Kharif,Soyabean,2021,2.0,3.0,1.5
Telangana,Narayanapet,Rabi,Soyabean,2021,8.0,14.0,1.75
Telangana,Nirmal,Kharif,Soyabean,2018,31906.0,43360.0,1.36
Telangana,Nirmal,Kharif,Soyabean,2019,44268.0,72304.0,1.63
Telangana,Nirmal,Kharif,Soyabean,2020,31314.0,42558.0,1.36
Telangana,Nirmal,Kharif,Soyabean,2021,33195.0,47205.0,1.42
Telangana,Nirmal,Kharif,Soyabean,2022,46987.0,85939.0,1.83
Telangana,Nirmal,Rabi,Soyabean,2021,58.0,82.0,1.41
Telangana,Nirmal,Rabi,Soyabean,2022,44.0,56.0,1.27
Telangana,Nizamabad,Kharif,Soyabean,2018,33306.0,60983.0,1.83
Telangana,Nizamabad,Kharif,Soyabean,2019,27186.0,57573.0,2.12
Telangana,Nizamabad,Kharif,Soyabean,2020,30373.0,59673.0,1.96
Telangana,Nizamabad,Kharif,Soyabean,2021,23624.0,53416.0,2.26
Telangana,Nizamabad,Kharif,Soyabean,2022,23796.0,43904.0,1.85
Telangana,Nizamabad,Rabi,Soyabean,2021,302.0,683.0,2.26
Telangana,Nizamabad,Rabi,Soyabean,2022,324.0,156.0,0.48
Telangana,Peddapalli,Kharif,Soyabean,2021,4.0,7.0,1.75
Telangana,Peddapalli,Kharif,Soyabean,2022,5.0,8.0,1.6
Telangana,Peddapalli,Rabi,Soyabean,2021,3.0,5.0,1.67
Telangana,Peddapalli,Rabi,Soyabean,2022,1.0,1.0,1.0
Telangana,Rajanna,Kharif,Soyabean,2019,5.0,9.0,1.8
Telangana,Rajanna,Kharif,Soyabean,2020,16.0,24.0,1.5
Telangana,Rajanna,Kharif,Soyabean,2022,1.0,2.0,2.0
Telangana,Rajanna,Rabi,Soyabean,2021,4.0,7.0,1.75
Telangana,Rangareddi,Kharif,Soyabean,2018,13.0,21.0,1.62
Telangana,Rangareddi,Kharif,Soyabean,2020,20.0,32.0,1.6
Telangana,Rangareddi,Kharif,Soyabean,2021,34.0,59.0,1.74
Telangana,Rangareddi,Kharif,Soyabean,2022,39.0,63.0,1.62
Telangana,Rangareddi,Rabi,Soyabean,2021,7.0,12.0,1.71
Telangana,Rangareddi,Rabi,Soyabean,2022,1.0,1.0,1.0
Telangana,Sangareddy,Kharif,Soyabean,2018,16178.0,22811.0,1.41
Telangana,Sangareddy,Kharif,Soyabean,2019,23493.0,34250.0,1.46
Telangana,Sangareddy,Kharif,Soyabean,2020,29475.0,39549.0,1.34
Telangana,Sangareddy,Kharif,Soyabean,2021,22853.0,33594.0,1.47
Telangana,Sangareddy,Kharif,Soyabean,2022,33004.0,50496.0,1.53
Telangana,Sangareddy,Rabi,Soyabean,2021,186.0,273.0,1.47
Telangana,Sangareddy,Rabi,Soyabean,2022,188.0,307.0,1.63
Telangana,Siddipet,Kharif,Soyabean,2018,46.0,73.0,1.59
Telangana,Siddipet,Kharif,Soyabean,2019,13.0,23.0,1.77
Telangana,Siddipet,Kharif,Soyabean,2020,32.0,50.0,1.56
Telangana,Siddipet,Kharif,Soyabean,2021,11.0,19.0,1.73
Telangana,Siddipet,Kharif,Soyabean,2022,13.0,21.0,1.62
Telangana,Siddipet,Rabi,Soyabean,2021,10.0,17.0,1.7
Telangana,Siddipet,Rabi,Soyabean,2022,2.0,3.0,1.5
Telangana,Vikarabad,Kharif,Soyabean,2018,584.0,998.0,1.71
Telangana,Vikarabad,Kharif,Soyabean,2019,835.0,1857.0,2.22
Telangana,Vikarabad,Kharif,Soyabean,2020,835.0,1225.0,1.47
Telangana,Vikarabad,Kharif,Soyabean,2021,560.0,781.0,1.39
Telangana,Vikarabad,Kharif,Soyabean,2022,1326.0,1600.0,1.21
Telangana,Vikarabad,Rabi,Soyabean,2021,9.0,13.0,1.44
Telangana,Vikarabad,Rabi,Soyabean,2022,21.0,27.0,1.29
Telangana,Wanaparthy,Kharif,Soyabean,2021,22.0,38.0,1.73
Telangana,Wanaparthy,Kharif,Soyabean,2022,67.0,108.0,1.61
Telangana,Wanaparthy,Rabi,Soyabean,2021,6.0,10.0,1.67
Telangana,Wanaparthy,Rabi,Soyabean,2022,4.0,5.0,1.25
Telangana,Warangal,Kharif,Soyabean,2018,31.0,49.0,1.58
Telangana,Warangal,Kharif,Soyabean,2019,40.0,72.0,1.8
Telangana,Warangal,Kharif,Soyabean,2020,70.0,107.0,1.53
Telangana,Warangal,Kharif,Soyabean,2021,51.0,88.0,1.73
Telangana,Warangal,Kharif,Soyabean,2022,30.0,48.0,1.6
Telangana,Warangal,Rabi,Soyabean,2021,2.0,3.0,1.5
Telangana,Warangal,Rabi,Soyabean,2022,1.0,1.0,1.0
Telangana,Warangal urban,Kharif,Soyabean,2018,20.0,32.0,1.6
Telangana,Warangal urban,Kharif,Soyabean,2019,18.0,32.0,1.78
Telangana,Warangal urban,Kharif,Soyabean,2020,15.0,22.0,1.47
Telangana,Warangal urban,Kharif,Soyabean,2021,85.0,147.0,1.73
Telangana,Warangal urban,Kharif,Soyabean,2022,85.0,137.0,1.61
Telangana,Warangal urban,Rabi,Soyabean,2021,16.0,28.0,1.75
Telangana,Warangal urban,Rabi,Soyabean,2022,2.0,3.0,1.5
Telangana,Yadadri,Kharif,Soyabean,2020,3.0,4.0,1.33
Telangana,Yadadri,Kharif,Soyabean,2022,1.0,2.0,2.0
Telangana,Yadadri,Rabi,Soyabean,2021,2.0,3.0,1.5
Telangana,Adilabad,Kharif,Sugarcane,2018,8.0,664.0,83.0
Telangana,Adilabad,Kharif,Sugarcane,2019,5.0,470.0,94.0
Telangana,Adilabad,Kharif,Sugarcane,2020,4.0,392.0,98.0
Telangana,Adilabad,Kharif,Sugarcane,2021,10.0,1040.0,104.0
Telangana,Adilabad,Kharif,Sugarcane,2022,9.0,855.0,95.0
Telangana,Bhadradri,Kharif,Sugarcane,2018,717.0,57003.0,79.5
Telangana,Bhadradri,Kharif,Sugarcane,2019,458.0,38793.0,84.7
Telangana,Bhadradri,Kharif,Sugarcane,2020,551.0,48328.0,87.71
Telangana,Bhadradri,Kharif,Sugarcane,2021,687.0,69904.0,101.75
Telangana,Bhadradri,Kharif,Sugarcane,2022,826.0,79923.0,96.76
Telangana,Jagitial,Kharif,Sugarcane,2018,414.0,33078.0,79.9
Telangana,Jagitial,Kharif,Sugarcane,2019,210.0,16878.0,80.37
Telangana,Jagitial,Kharif,Sugarcane,2020,373.0,33134.0,88.83
Telangana,Jagitial,Kharif,Sugarcane,2021,585.0,59816.0,102.25
Telangana,Jagitial,Kharif,Sugarcane,2022,1087.0,118968.0,109.45
Telangana,Jangoan,Kharif,Sugarcane,2021,4.0,400.0,100.0
Telangana,Jangoan,Kharif,Sugarcane,2022,3.0,285.0,95.0
Telangana,Jogulamba,Kharif,Sugarcane,2018,1959.0,156693.0,79.99
Telangana,Jogulamba,Kharif,Sugarcane,2019,353.0,27021.0,76.55
Telangana,Jogulamba,Kharif,Sugarcane,2020,504.0,45612.0,90.5
Telangana,Jogulamba,Kharif,Sugarcane,2021,626.0,64492.0,103.02
Telangana,Jogulamba,Kharif,Sugarcane,2022,870.0,83195.0,95.63
Telangana,Kamareddy,Kharif,Sugarcane,2018,6171.0,531248.0,86.09
Telangana,Kamareddy,Kharif,Sugarcane,2019,4883.0,421603.0,86.34
Telangana,Kamareddy,Kharif,Sugarcane,2020,3359.0,284658.0,84.74
Telangana,Kamareddy,Kharif,Sugarcane,2021,3957.0,370929.0,93.74
Telangana,Kamareddy,Kharif,Sugarcane,2022,5243.0,485325.0,92.57
Telangana,Khammam,Kharif,Sugarcane,2018,4159.0,337357.0,81.11
Telangana,Khammam,Kharif,Sugarcane,2019,2255.0,128167.0,56.84
Telangana,Khammam,Kharif,Sugarcane,2020,3139.0,353455.0,112.6
Telangana,Khammam,Kharif,Sugarcane,2021,3231.0,333335.0,103.17
Telangana,Khammam,Kharif,Sugarcane,2022,5213.0,480067.0,92.09
Telangana,Komaram bheem asifabad,Kharif,Sugarcane,2020,1.0,98.0,98.0
Telangana,Komaram bheem asifabad,Kharif,Sugarcane,2021,2.0,208.0,104.0
Telangana,Komaram bheem asifabad,Kharif,Sugarcane,2022,3.0,285.0,95.0
Telangana,Mahabubabad,Kharif,Sugarcane,2018,19.0,1523.0,80.16
Telangana,Mahabubabad,Kharif,Sugarcane,2019,7.0,617.0,88.14
Telangana,Mahabubabad,Kharif,Sugarcane,2020,4.0,392.0,98.0
Telangana,Mahabubabad,Kharif,Sugarcane,2021,11.0,1128.0,102.55
Telangana,Mahabubabad,Kharif,Sugarcane,2022,8.0,760.0,95.0
Telangana,Mahbubnagar,Kharif,Sugarcane,2018,193.0,15563.0,80.64
Telangana,Mahbubnagar,Kharif,Sugarcane,2019,126.0,10588.0,84.03
Telangana,Mahbubnagar,Kharif,Sugarcane,2020,118.0,10790.0,91.44
Telangana,Mahbubnagar,Kharif,Sugarcane,2021,192.0,19576.0,101.96
Telangana,Mahbubnagar,Kharif,Sugarcane,2022,349.0,31769.0,91.03
Telangana,Mancherial,Kharif,Sugarcane,2021,2.0,208.0,104.0
Telangana,Medak,Kharif,Sugarcane,2018,1179.0,97464.0,82.67
Telangana,Medak,Kharif,Sugarcane,2019,574.0,55507.0,96.7
Telangana,Medak,Kharif,Sugarcane,2020,498.0,31838.0,63.93
Telangana,Medak,Kharif,Sugarcane,2021,348.0,26630.0,76.52
Telangana,Medak,Kharif,Sugarcane,2022,521.0,46909.0,90.04
Telangana,Medchal,Kharif,Sugarcane,2019,2.0,188.0,94.0
Telangana,Nagarkurnool,Kharif,Sugarcane,2018,104.0,8368.0,80.46
Telangana,Nagarkurnool,Kharif,Sugarcane,2019,11.0,1034.0,94.0
Telangana,Nagarkurnool,Kharif,Sugarcane,2020,76.0,7142.0,93.97
Telangana,Nagarkurnool,Kharif,Sugarcane,2021,74.0,7576.0,102.38
Telangana,Nagarkurnool,Kharif,Sugarcane,2022,102.0,8964.0,87.88
Telangana,Nalgonda,Kharif,Sugarcane,2018,278.0,21934.0,78.9
Telangana,Nalgonda,Kharif,Sugarcane,2019,131.0,10854.0,82.85
Telangana,Nalgonda,Kharif,Sugarcane,2020,61.0,5078.0,83.25
Telangana,Nalgonda,Kharif,Sugarcane,2021,76.0,7688.0,101.16
Telangana,Nalgonda,Kharif,Sugarcane,2022,179.0,17005.0,95.0
Telangana,Narayanapet,Kharif,Sugarcane,2018,271.0,21857.0,80.65
Telangana,Narayanapet,Kharif,Sugarcane,2019,141.0,11892.0,84.34
Telangana,Narayanapet,Kharif,Sugarcane,2020,282.0,25368.0,89.96
Telangana,Narayanapet,Kharif,Sugarcane,2021,486.0,49924.0,102.72
Telangana,Narayanapet,Kharif,Sugarcane,2022,1120.0,101406.0,90.54
Telangana,Nirmal,Kharif,Sugarcane,2020,2.0,196.0,98.0
Telangana,Nizamabad,Kharif,Sugarcane,2018,446.0,35992.0,80.7
Telangana,Nizamabad,Kharif,Sugarcane,2019,229.0,20164.0,88.05
Telangana,Nizamabad,Kharif,Sugarcane,2020,376.0,32474.0,86.37
Telangana,Nizamabad,Kharif,Sugarcane,2021,561.0,57588.0,102.65
Telangana,Nizamabad,Kharif,Sugarcane,2022,663.0,59322.0,89.48
Telangana,Rajanna,Kharif,Sugarcane,2018,39.0,3147.0,80.69
Telangana,Rajanna,Kharif,Sugarcane,2019,30.0,2820.0,94.0
Telangana,Rajanna,Kharif,Sugarcane,2020,65.0,5830.0,89.69
Telangana,Rajanna,Kharif,Sugarcane,2021,89.0,9188.0,103.24
Telangana,Rajanna,Kharif,Sugarcane,2022,170.0,15534.0,91.38
Telangana,Rangareddi,Kharif,Sugarcane,2018,32.0,2656.0,83.0
Telangana,Rangareddi,Kharif,Sugarcane,2019,8.0,609.0,76.13
Telangana,Rangareddi,Kharif,Sugarcane,2020,12.0,1176.0,98.0
Telangana,Rangareddi,Kharif,Sugarcane,2021,17.0,1768.0,104.0
Telangana,Rangareddi,Kharif,Sugarcane,2022,28.0,2660.0,95.0
Telangana,Sangareddy,Kharif,Sugarcane,2018,18095.0,1389556.0,76.79
Telangana,Sangareddy,Kharif,Sugarcane,2019,13741.0,1041801.0,75.82
Telangana,Sangareddy,Kharif,Sugarcane,2020,8451.0,640873.0,75.83
Telangana,Sangareddy,Kharif,Sugarcane,2021,12942.0,1358910.0,105.0
Telangana,Sangareddy,Kharif,Sugarcane,2022,12419.0,992706.0,79.93
Telangana,Siddipet,Kharif,Sugarcane,2018,81.0,6543.0,80.78
Telangana,Siddipet,Kharif,Sugarcane,2019,40.0,3760.0,94.0
Telangana,Siddipet,Kharif,Sugarcane,2020,170.0,14104.0,82.96
Telangana,Siddipet,Kharif,Sugarcane,2021,159.0,16212.0,101.96
Telangana,Siddipet,Kharif,Sugarcane,2022,190.0,17181.0,90.43
Telangana,Suryapet,Kharif,Sugarcane,2018,973.0,76973.0,79.11
Telangana,Suryapet,Kharif,Sugarcane,2019,175.0,16451.0,94.01
Telangana,Suryapet,Kharif,Sugarcane,2020,321.0,28722.0,89.48
Telangana,Suryapet,Kharif,Sugarcane,2021,582.0,59008.0,101.39
Telangana,Suryapet,Kharif,Sugarcane,2022,298.0,27001.0,90.61
Telangana,Vikarabad,Kharif,Sugarcane,2018,2716.0,215834.0,79.47
Telangana,Vikarabad,Kharif,Sugarcane,2019,1727.0,133014.0,77.02
Telangana,Vikarabad,Kharif,Sugarcane,2020,2429.0,222742.0,91.7
Telangana,Vikarabad,Kharif,Sugarcane,2021,2261.0,230005.0,101.73
Telangana,Vikarabad,Kharif,Sugarcane,2022,2322.0,190118.0,81.88
Telangana,Wanaparthy,Kharif,Sugarcane,2018,1956.0,155046.0,79.27
Telangana,Wanaparthy,Kharif,Sugarcane,2019,1002.0,79002.0,78.84
Telangana,Wanaparthy,Kharif,Sugarcane,2020,1042.0,103280.0,99.12
Telangana,Wanaparthy,Kharif,Sugarcane,2021,934.0,102507.0,109.75
Telangana,Wanaparthy,Kharif,Sugarcane,2022,1686.0,166484.0,98.74
Telangana,Warangal,Kharif,Sugarcane,2019,1.0,94.0,94.0
Telangana,Yadadri,Kharif,Sugarcane,2018,14.0,1078.0,77.0
Telangana,Yadadri,Kharif,Sugarcane,2019,6.0,444.0,74.0
Telangana,Yadadri,Kharif,Sugarcane,2020,5.0,490.0,98.0
Telangana,Yadadri,Kharif,Sugarcane,2021,26.0,2704.0,104.0
Telangana,Yadadri,Kharif,Sugarcane,2022,19.0,1794.0,94.42
Telangana,Adilabad,Rabi,Sunflower,2018,20.0,39.0,1.95
Telangana,Adilabad,Rabi,Sunflower,2020,2.0,9.0,4.5
Telangana,Adilabad,Rabi,Sunflower,2021,6.0,8.0,1.33
Telangana,Adilabad,Rabi,Sunflower,2022,45.0,84.0,1.87
Telangana,Bhadradri,Rabi,Sunflower,2018,5.0,10.0,2.0
Telangana,Bhadradri,Rabi,Sunflower,2020,98.0,262.0,2.67
Telangana,Bhadradri,Rabi,Sunflower,2021,734.0,998.0,1.36
Telangana,Bhadradri,Rabi,Sunflower,2022,204.0,380.0,1.86
Telangana,Jagitial,Rabi,Sunflower,2020,1.0,4.0,4.0
Telangana,Jagitial,Rabi,Sunflower,2021,5.0,7.0,1.4
Telangana,Jagitial,Rabi,Sunflower,2022,1.0,2.0,2.0
Telangana,Jangoan,Kharif,Sunflower,2022,13.0,24.0,1.85
Telangana,Jangoan,Rabi,Sunflower,2020,6.0,17.0,2.83
Telangana,Jangoan,Rabi,Sunflower,2021,99.0,135.0,1.36
Telangana,Jangoan,Rabi,Sunflower,2022,7.0,13.0,1.86
Telangana,Jayashankar,Kharif,Sunflower,2020,1.0,3.0,3.0
Telangana,Jayashankar,Rabi,Sunflower,2020,14.0,40.0,2.86
Telangana,Jayashankar,Rabi,Sunflower,2021,45.0,61.0,1.36
Telangana,Jogulamba,Kharif,Sunflower,2019,19.0,42.0,2.21
Telangana,Jogulamba,Kharif,Sunflower,2020,29.0,78.0,2.69
Telangana,Jogulamba,Kharif,Sunflower,2021,36.0,49.0,1.36
Telangana,Jogulamba,Kharif,Sunflower,2022,35.0,65.0,1.86
Telangana,Jogulamba,Rabi,Sunflower,2019,9.0,20.0,2.22
Telangana,Jogulamba,Rabi,Sunflower,2020,14.0,39.0,2.79
Telangana,Jogulamba,Rabi,Sunflower,2021,33.0,45.0,1.36
Telangana,Jogulamba,Rabi,Sunflower,2022,7.0,13.0,1.86
Telangana,Kamareddy,Kharif,Sunflower,2021,11.0,15.0,1.36
Telangana,Kamareddy,Rabi,Sunflower,2018,81.0,159.0,1.96
Telangana,Kamareddy,Rabi,Sunflower,2019,71.0,158.0,2.23
Telangana,Kamareddy,Rabi,Sunflower,2020,417.0,1119.0,2.68
Telangana,Kamareddy,Rabi,Sunflower,2021,1896.0,2579.0,1.36
Telangana,Kamareddy,Rabi,Sunflower,2022,960.0,1852.0,1.93
Telangana,Karimnagar,Kharif,Sunflower,2020,1.0,4.0,4.0
Telangana,Karimnagar,Kharif,Sunflower,2022,2.0,4.0,2.0
Telangana,Karimnagar,Rabi,Sunflower,2018,3.0,6.0,2.0
Telangana,Karimnagar,Rabi,Sunflower,2019,2.0,4.0,2.0
Telangana,Karimnagar,Rabi,Sunflower,2020,193.0,516.0,2.67
Telangana,Karimnagar,Rabi,Sunflower,2021,375.0,510.0,1.36
Telangana,Karimnagar,Rabi,Sunflower,2022,156.0,291.0,1.87
Telangana,Khammam,Rabi,Sunflower,2018,7.0,14.0,2.0
Telangana,Khammam,Rabi,Sunflower,2020,78.0,207.0,2.65
Telangana,Khammam,Rabi,Sunflower,2021,87.0,118.0,1.36
Telangana,Khammam,Rabi,Sunflower,2022,18.0,34.0,1.89
Telangana,Komaram bheem asifabad,Rabi,Sunflower,2019,1.0,2.0,2.0
Telangana,Komaram bheem asifabad,Rabi,Sunflower,2020,7.0,18.0,2.57
Telangana,Komaram bheem asifabad,Rabi,Sunflower,2021,69.0,94.0,1.36
Telangana,Komaram bheem asifabad,Rabi,Sunflower,2022,1.0,2.0,2.0
Telangana,Mahabubabad,Kharif,Sunflower,2021,2.0,3.0,1.5
Telangana,Mahabubabad,Rabi,Sunflower,2018,2.0,4.0,2.0
Telangana,Mahabubabad,Rabi,Sunflower,2020,119.0,317.0,2.66
Telangana,Mahabubabad,Rabi,Sunflower,2021,440.0,598.0,1.36
Telangana,Mahabubabad,Rabi,Sunflower,2022,144.0,269.0,1.87
Telangana,Mahbubnagar,Kharif,Sunflower,2021,4.0,5.0,1.25
Telangana,Mahbubnagar,Rabi,Sunflower,2020,12.0,35.0,2.92
Telangana,Mahbubnagar,Rabi,Sunflower,2021,10.0,14.0,1.4
Telangana,Mahbubnagar,Rabi,Sunflower,2022,4.0,7.0,1.75
Telangana,Mancherial,Rabi,Sunflower,2020,53.0,145.0,2.74
Telangana,Mancherial,Rabi,Sunflower,2021,159.0,216.0,1.36
Telangana,Mancherial,Rabi,Sunflower,2022,1.0,2.0,2.0
Telangana,Medak,Kharif,Sunflower,2022,3.0,6.0,2.0
Telangana,Medak,Rabi,Sunflower,2018,86.0,169.0,1.97
Telangana,Medak,Rabi,Sunflower,2019,116.0,259.0,2.23
Telangana,Medak,Rabi,Sunflower,2020,161.0,431.0,2.68
Telangana,Medak,Rabi,Sunflower,2021,950.0,757.0,0.8
Telangana,Medak,Rabi,Sunflower,2022,143.0,290.0,2.03
Telangana,Medchal,Kharif,Sunflower,2021,2.0,3.0,1.5
Telangana,Medchal,Kharif,Sunflower,2022,1.0,2.0,2.0
Telangana,Medchal,Rabi,Sunflower,2018,1.0,2.0,2.0
Telangana,Medchal,Rabi,Sunflower,2020,1.0,2.0,2.0
Telangana,Medchal,Rabi,Sunflower,2021,12.0,16.0,1.33
Telangana,Medchal,Rabi,Sunflower,2022,13.0,24.0,1.85
Telangana,Mulugu,Rabi,Sunflower,2018,3.0,6.0,2.0
Telangana,Mulugu,Rabi,Sunflower,2020,2.0,5.0,2.5
Telangana,Mulugu,Rabi,Sunflower,2021,17.0,23.0,1.35
Telangana,Mulugu,Rabi,Sunflower,2022,3.0,6.0,2.0
Telangana,Nagarkurnool,Kharif,Sunflower,2019,3.0,7.0,2.33
Telangana,Nagarkurnool,Kharif,Sunflower,2020,5.0,11.0,2.2
Telangana,Nagarkurnool,Kharif,Sunflower,2021,3.0,4.0,1.33
Telangana,Nagarkurnool,Rabi,Sunflower,2018,2.0,4.0,2.0
Telangana,Nagarkurnool,Rabi,Sunflower,2019,8.0,18.0,2.25
Telangana,Nagarkurnool,Rabi,Sunflower,2020,23.0,63.0,2.74
Telangana,Nagarkurnool,Rabi,Sunflower,2021,122.0,166.0,1.36
Telangana,Nagarkurnool,Rabi,Sunflower,2022,13.0,24.0,1.85
Telangana,Nalgonda,Rabi,Sunflower,2020,7.0,19.0,2.71
Telangana,Nalgonda,Rabi,Sunflower,2021,91.0,124.0,1.36
Telangana,Nalgonda,Rabi,Sunflower,2022,6.0,11.0,1.83
Telangana,Narayanapet,Kharif,Sunflower,2018,123.0,241.0,1.96
Telangana,Narayanapet,Kharif,Sunflower,2019,20.0,45.0,2.25
Telangana,Narayanapet,Kharif,Sunflower,2020,13.0,34.0,2.62
Telangana,Narayanapet,Kharif,Sunflower,2021,21.0,29.0,1.38
Telangana,Narayanapet,Kharif,Sunflower,2022,8.0,15.0,1.88
Telangana,Narayanapet,Rabi,Sunflower,2020,6.0,18.0,3.0
Telangana,Narayanapet,Rabi,Sunflower,2021,58.0,79.0,1.36
Telangana,Narayanapet,Rabi,Sunflower,2022,17.0,32.0,1.88
Telangana,Nirmal,Kharif,Sunflower,2020,1.0,3.0,3.0
Telangana,Nirmal,Rabi,Sunflower,2020,84.0,226.0,2.69
Telangana,Nirmal,Rabi,Sunflower,2021,332.0,452.0,1.36
Telangana,Nirmal,Rabi,Sunflower,2022,121.0,226.0,1.87
Telangana,Nizamabad,Rabi,Sunflower,2018,1189.0,2330.0,1.96
Telangana,Nizamabad,Rabi,Sunflower,2019,3282.0,7322.0,2.23
Telangana,Nizamabad,Rabi,Sunflower,2020,2535.0,6789.0,2.68
Telangana,Nizamabad,Rabi,Sunflower,2021,6522.0,8909.0,1.37
Telangana,Nizamabad,Rabi,Sunflower,2022,2187.0,3571.0,1.63
Telangana,Peddapalli,Rabi,Sunflower,2020,94.0,249.0,2.65
Telangana,Peddapalli,Rabi,Sunflower,2021,253.0,344.0,1.36
Telangana,Peddapalli,Rabi,Sunflower,2022,2.0,4.0,2.0
Telangana,Rajanna,Rabi,Sunflower,2018,6.0,12.0,2.0
Telangana,Rajanna,Rabi,Sunflower,2019,2.0,4.0,2.0
Telangana,Rajanna,Rabi,Sunflower,2020,97.0,259.0,2.67
Telangana,Rajanna,Rabi,Sunflower,2021,464.0,631.0,1.36
Telangana,Rajanna,Rabi,Sunflower,2022,135.0,252.0,1.87
Telangana,Rangareddi,Kharif,Sunflower,2019,3.0,7.0,2.33
Telangana,Rangareddi,Kharif,Sunflower,2020,7.0,22.0,3.14
Telangana,Rangareddi,Kharif,Sunflower,2021,6.0,8.0,1.33
Telangana,Rangareddi,Kharif,Sunflower,2022,6.0,11.0,1.83
Telangana,Rangareddi,Rabi,Sunflower,2018,71.0,139.0,1.96
Telangana,Rangareddi,Rabi,Sunflower,2019,9.0,20.0,2.22
Telangana,Rangareddi,Rabi,Sunflower,2020,101.0,274.0,2.71
Telangana,Rangareddi,Rabi,Sunflower,2021,474.0,645.0,1.36
Telangana,Rangareddi,Rabi,Sunflower,2022,264.0,492.0,1.86
Telangana,Sangareddy,Kharif,Sunflower,2019,18.0,40.0,2.22
Telangana,Sangareddy,Kharif,Sunflower,2020,11.0,29.0,2.64
Telangana,Sangareddy,Kharif,Sunflower,2021,19.0,26.0,1.37
Telangana,Sangareddy,Kharif,Sunflower,2022,2.0,4.0,2.0
Telangana,Sangareddy,Rabi,Sunflower,2019,3.0,7.0,2.33
Telangana,Sangareddy,Rabi,Sunflower,2020,143.0,383.0,2.68
Telangana,Sangareddy,Rabi,Sunflower,2021,738.0,1004.0,1.36
Telangana,Sangareddy,Rabi,Sunflower,2022,110.0,205.0,1.86
Telangana,Siddipet,Kharif,Sunflower,2020,1.0,3.0,3.0
Telangana,Siddipet,Kharif,Sunflower,2021,14.0,21.0,1.5
Telangana,Siddipet,Kharif,Sunflower,2022,10.0,20.0,2.0
Telangana,Siddipet,Rabi,Sunflower,2018,928.0,1819.0,1.96
Telangana,Siddipet,Rabi,Sunflower,2019,956.0,2133.0,2.23
Telangana,Siddipet,Rabi,Sunflower,2020,2693.0,7204.0,2.68
Telangana,Siddipet,Rabi,Sunflower,2021,3594.0,5384.0,1.5
Telangana,Siddipet,Rabi,Sunflower,2022,2948.0,5923.0,2.01
Telangana,Suryapet,Kharif,Sunflower,2021,1.0,1.0,1.0
Telangana,Suryapet,Rabi,Sunflower,2020,10.0,26.0,2.6
Telangana,Suryapet,Rabi,Sunflower,2021,1.0,1.0,1.0
Telangana,Vikarabad,Kharif,Sunflower,2020,4.0,12.0,3.0
Telangana,Vikarabad,Rabi,Sunflower,2018,10.0,20.0,2.0
Telangana,Vikarabad,Rabi,Sunflower,2019,9.0,20.0,2.22
Telangana,Vikarabad,Rabi,Sunflower,2020,8.0,22.0,2.75
Telangana,Vikarabad,Rabi,Sunflower,2021,8.0,11.0,1.38
Telangana,Vikarabad,Rabi,Sunflower,2022,1.0,2.0,2.0
Telangana,Wanaparthy,Rabi,Sunflower,2019,1.0,2.0,2.0
Telangana,Wanaparthy,Rabi,Sunflower,2022,2.0,4.0,2.0
Telangana,Warangal,Kharif,Sunflower,2018,1.0,2.0,2.0
Telangana,Warangal,Rabi,Sunflower,2020,64.0,175.0,2.73
